Country Name,Country Code,Indicator Name,Year,Value
United States,USA,"Unemployment, total (% of total labor force)",1994,6.199999809265139
Uruguay,URY,"Unemployment, total (% of total labor force)",1994,7.5
Uzbekistan,UZB,"Unemployment, total (% of total labor force)",1994,10.8999996185303
Vanuatu,VUT,"Unemployment, total (% of total labor force)",1994,
"Venezuela, RB",VEN,"Unemployment, total (% of total labor force)",1994,8.60000038146973
Vietnam,VNM,"Unemployment, total (% of total labor force)",1994,2.5
Virgin Islands (U.S.),VIR,"Unemployment, total (% of total labor force)",1994,
West Bank and Gaza,WBG,"Unemployment, total (% of total labor force)",1994,26.899999618530302
"Yemen, Rep.",YEM,"Unemployment, total (% of total labor force)",1994,13.5
Zambia,ZMB,"Unemployment, total (% of total labor force)",1994,19.0
Zimbabwe,ZWE,"Unemployment, total (% of total labor force)",1994,5.0
Arab World,ARB,"Unemployment, total (% of total labor force)",1995,13.7495119196839
Caribbean small states,CSS,"Unemployment, total (% of total labor force)",1995,15.245713429168301
Central Europe and the Baltics,CEB,"Unemployment, total (% of total labor force)",1995,10.906069184297099
Early-demographic dividend,EAR,"Unemployment, total (% of total labor force)",1995,5.797209460619429
East Asia & Pacific,EAS,"Unemployment, total (% of total labor force)",1995,4.19596098246377
East Asia & Pacific (excluding high income),EAP,"Unemployment, total (% of total labor force)",1995,4.27747773510445
East Asia & Pacific (IDA & IBRD countries),TEA,"Unemployment, total (% of total labor force)",1995,4.3014546267283205
Euro area,EMU,"Unemployment, total (% of total labor force)",1995,11.357982332861303
Europe & Central Asia,ECS,"Unemployment, total (% of total labor force)",1995,10.0139898409584
Europe & Central Asia (excluding high income),ECA,"Unemployment, total (% of total labor force)",1995,9.260923813203119
Europe & Central Asia (IDA & IBRD countries),TEC,"Unemployment, total (% of total labor force)",1995,9.632824444239661
European Union,EUU,"Unemployment, total (% of total labor force)",1995,10.768084967279199
Fragile and conflict affected situations,FCS,"Unemployment, total (% of total labor force)",1995,7.65513397482422
Heavily indebted poor countries (HIPC),HPC,"Unemployment, total (% of total labor force)",1995,7.448759675754019
High income,HIC,"Unemployment, total (% of total labor force)",1995,7.5387065767692105
Late-demographic dividend,LTE,"Unemployment, total (% of total labor force)",1995,5.482428806331691
Latin America & Caribbean,LCN,"Unemployment, total (% of total labor force)",1995,8.07390937661017
Latin America & Caribbean (excluding high income),LAC,"Unemployment, total (% of total labor force)",1995,8.00687582068311
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Unemployment, total (% of total labor force)",1995,8.01927291469347
Least developed countries: UN classification,LDC,"Unemployment, total (% of total labor force)",1995,6.22725292157351
Low & middle income,LMY,"Unemployment, total (% of total labor force)",1995,5.783060400562331
Low income,LIC,"Unemployment, total (% of total labor force)",1995,6.455761511230071
Lower middle income,LMC,"Unemployment, total (% of total labor force)",1995,5.104640222214099
Middle East & North Africa,MEA,"Unemployment, total (% of total labor force)",1995,13.138272548303
Middle East & North Africa (excluding high income),MNA,"Unemployment, total (% of total labor force)",1995,14.5082517606393
Middle East & North Africa (IDA & IBRD countries),TMN,"Unemployment, total (% of total labor force)",1995,14.4573268908239
Middle income,MIC,"Unemployment, total (% of total labor force)",1995,5.728372408570911
North America,NAC,"Unemployment, total (% of total labor force)",1995,6.076369909104709
OECD members,OED,"Unemployment, total (% of total labor force)",1995,7.51898542097684
Other small states,OSS,"Unemployment, total (% of total labor force)",1995,13.278675281161
Pacific island small states,PSS,"Unemployment, total (% of total labor force)",1995,
Post-demographic dividend,PST,"Unemployment, total (% of total labor force)",1995,7.3192257367292
Pre-demographic dividend,PRE,"Unemployment, total (% of total labor force)",1995,8.1550759408294
Small states,SST,"Unemployment, total (% of total labor force)",1995,13.4161153262643
South Asia,SAS,"Unemployment, total (% of total labor force)",1995,4.08050381790945
South Asia (IDA & IBRD),TSA,"Unemployment, total (% of total labor force)",1995,4.08050381790945
Sub-Saharan Africa,SSF,"Unemployment, total (% of total labor force)",1995,8.33452645506835
Sub-Saharan Africa (excluding high income),SSA,"Unemployment, total (% of total labor force)",1995,8.33452645506835
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Unemployment, total (% of total labor force)",1995,8.33452645506835
Upper middle income,UMC,"Unemployment, total (% of total labor force)",1995,6.19496325889561
World,WLD,"Unemployment, total (% of total labor force)",1995,6.121061659635671
Afghanistan,AFG,"Unemployment, total (% of total labor force)",1995,8.5
Albania,ALB,"Unemployment, total (% of total labor force)",1995,16.8999996185303
Algeria,DZA,"Unemployment, total (% of total labor force)",1995,27.899999618530302
American Samoa,ASM,"Unemployment, total (% of total labor force)",1995,
Andorra,ADO,"Unemployment, total (% of total labor force)",1995,
Angola,AGO,"Unemployment, total (% of total labor force)",1995,6.800000190734861
Antigua and Barbuda,ATG,"Unemployment, total (% of total labor force)",1995,
Argentina,ARG,"Unemployment, total (% of total labor force)",1995,18.7999992370605
Armenia,ARM,"Unemployment, total (% of total labor force)",1995,24.0
Aruba,ABW,"Unemployment, total (% of total labor force)",1995,
Australia,AUS,"Unemployment, total (% of total labor force)",1995,8.5
Austria,AUT,"Unemployment, total (% of total labor force)",1995,3.70000004768372
Azerbaijan,AZE,"Unemployment, total (% of total labor force)",1995,6.5
"Bahamas, The",BHS,"Unemployment, total (% of total labor force)",1995,10.8000001907349
Bahrain,BHR,"Unemployment, total (% of total labor force)",1995,4.19999980926514
Bangladesh,BGD,"Unemployment, total (% of total labor force)",1995,2.9000000953674303
Barbados,BRB,"Unemployment, total (% of total labor force)",1995,19.7000007629395
Belarus,BLR,"Unemployment, total (% of total labor force)",1995,6.400000095367429
Belgium,BEL,"Unemployment, total (% of total labor force)",1995,9.30000019073486
Belize,BLZ,"Unemployment, total (% of total labor force)",1995,12.5
Benin,BEN,"Unemployment, total (% of total labor force)",1995,0.8999999761581421
Bermuda,BMU,"Unemployment, total (% of total labor force)",1995,
Bhutan,BTN,"Unemployment, total (% of total labor force)",1995,2.9000000953674303
Bolivia,BOL,"Unemployment, total (% of total labor force)",1995,5.0
Bosnia and Herzegovina,BIH,"Unemployment, total (% of total labor force)",1995,25.2000007629395
Botswana,BWA,"Unemployment, total (% of total labor force)",1995,21.5
Brazil,BRA,"Unemployment, total (% of total labor force)",1995,6.0
British Virgin Islands,VGB,"Unemployment, total (% of total labor force)",1995,
Brunei Darussalam,BRN,"Unemployment, total (% of total labor force)",1995,4.0
Bulgaria,BGR,"Unemployment, total (% of total labor force)",1995,15.6999998092651
Burkina Faso,BFA,"Unemployment, total (% of total labor force)",1995,2.4000000953674303
Burundi,BDI,"Unemployment, total (% of total labor force)",1995,7.300000190734861
Cabo Verde,CPV,"Unemployment, total (% of total labor force)",1995,9.60000038146973
Cambodia,KHM,"Unemployment, total (% of total labor force)",1995,1.60000002384186
Cameroon,CMR,"Unemployment, total (% of total labor force)",1995,4.30000019073486
Canada,CAN,"Unemployment, total (% of total labor force)",1995,9.5
Cayman Islands,CYM,"Unemployment, total (% of total labor force)",1995,
Central African Republic,CAF,"Unemployment, total (% of total labor force)",1995,6.900000095367429
Chad,TCD,"Unemployment, total (% of total labor force)",1995,7.0
Channel Islands,CHI,"Unemployment, total (% of total labor force)",1995,
Chile,CHL,"Unemployment, total (% of total labor force)",1995,7.099999904632571
China,CHN,"Unemployment, total (% of total labor force)",1995,4.5
Colombia,COL,"Unemployment, total (% of total labor force)",1995,12.3999996185303
Comoros,COM,"Unemployment, total (% of total labor force)",1995,6.699999809265139
"Congo, Dem. Rep.",ZAR,"Unemployment, total (% of total labor force)",1995,8.199999809265138
"Congo, Rep.",COG,"Unemployment, total (% of total labor force)",1995,6.699999809265139
Costa Rica,CRI,"Unemployment, total (% of total labor force)",1995,5.199999809265139
Cote d'Ivoire,CIV,"Unemployment, total (% of total labor force)",1995,4.099999904632569
Croatia,HRV,"Unemployment, total (% of total labor force)",1995,10.1000003814697
Cuba,CUB,"Unemployment, total (% of total labor force)",1995,8.300000190734862
Curacao,CUW,"Unemployment, total (% of total labor force)",1995,
Cyprus,CYP,"Unemployment, total (% of total labor force)",1995,3.9000000953674303
Czech Republic,CZE,"Unemployment, total (% of total labor force)",1995,4.0
Denmark,DNK,"Unemployment, total (% of total labor force)",1995,7.0
Djibouti,DJI,"Unemployment, total (% of total labor force)",1995,
Dominica,DMA,"Unemployment, total (% of total labor force)",1995,
Dominican Republic,DOM,"Unemployment, total (% of total labor force)",1995,15.8000001907349
Ecuador,ECU,"Unemployment, total (% of total labor force)",1995,4.699999809265139
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force)",1995,11.3000001907349
El Salvador,SLV,"Unemployment, total (% of total labor force)",1995,7.599999904632571
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force)",1995,6.5
Eritrea,ERI,"Unemployment, total (% of total labor force)",1995,7.400000095367429
Estonia,EST,"Unemployment, total (% of total labor force)",1995,9.69999980926514
Ethiopia,ETH,"Unemployment, total (% of total labor force)",1995,8.10000038146973
Faroe Islands,FRO,"Unemployment, total (% of total labor force)",1995,
Fiji,FJI,"Unemployment, total (% of total labor force)",1995,5.400000095367429
Finland,FIN,"Unemployment, total (% of total labor force)",1995,15.3000001907349
France,FRA,"Unemployment, total (% of total labor force)",1995,11.8000001907349
French Polynesia,PYF,"Unemployment, total (% of total labor force)",1995,
Gabon,GAB,"Unemployment, total (% of total labor force)",1995,19.0
"Gambia, The",GMB,"Unemployment, total (% of total labor force)",1995,7.199999809265139
Georgia,GEO,"Unemployment, total (% of total labor force)",1995,14.3999996185303
Germany,DEU,"Unemployment, total (% of total labor force)",1995,8.10000038146973
Ghana,GHA,"Unemployment, total (% of total labor force)",1995,3.20000004768372
Gibraltar,GIB,"Unemployment, total (% of total labor force)",1995,
Greece,GRC,"Unemployment, total (% of total labor force)",1995,9.10000038146973
Greenland,GRL,"Unemployment, total (% of total labor force)",1995,
Grenada,GRD,"Unemployment, total (% of total labor force)",1995,
Guam,GUM,"Unemployment, total (% of total labor force)",1995,
Guatemala,GTM,"Unemployment, total (% of total labor force)",1995,3.5
Guinea,GIN,"Unemployment, total (% of total labor force)",1995,2.9000000953674303
Guinea-Bissau,GNB,"Unemployment, total (% of total labor force)",1995,7.0
Guyana,GUY,"Unemployment, total (% of total labor force)",1995,11.8000001907349
Haiti,HTI,"Unemployment, total (% of total labor force)",1995,10.3000001907349
Honduras,HND,"Unemployment, total (% of total labor force)",1995,3.20000004768372
"Hong Kong SAR, China",HKG,"Unemployment, total (% of total labor force)",1995,3.20000004768372
Hungary,HUN,"Unemployment, total (% of total labor force)",1995,10.1999998092651
Iceland,ISL,"Unemployment, total (% of total labor force)",1995,4.90000009536743
India,IND,"Unemployment, total (% of total labor force)",1995,4.0
Indonesia,IDN,"Unemployment, total (% of total labor force)",1995,3.9000000953674303
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force)",1995,11.8999996185303
Iraq,IRQ,"Unemployment, total (% of total labor force)",1995,19.3999996185303
Ireland,IRL,"Unemployment, total (% of total labor force)",1995,12.0
Isle of Man,IMY,"Unemployment, total (% of total labor force)",1995,
Israel,ISR,"Unemployment, total (% of total labor force)",1995,6.900000095367429
Italy,ITA,"Unemployment, total (% of total labor force)",1995,11.6999998092651
Jamaica,JAM,"Unemployment, total (% of total labor force)",1995,16.2000007629395
Japan,JPN,"Unemployment, total (% of total labor force)",1995,3.20000004768372
Jordan,JOR,"Unemployment, total (% of total labor force)",1995,14.6000003814697
Kazakhstan,KAZ,"Unemployment, total (% of total labor force)",1995,11.0
Kenya,KEN,"Unemployment, total (% of total labor force)",1995,9.89999961853027
Kiribati,KIR,"Unemployment, total (% of total labor force)",1995,
"Korea, Dem. People’s Rep.",PRK,"Unemployment, total (% of total labor force)",1995,2.5999999046325697
"Korea, Rep.",KOR,"Unemployment, total (% of total labor force)",1995,2.09999990463257
Kosovo,KSV,"Unemployment, total (% of total labor force)",1995,
Kuwait,KWT,"Unemployment, total (% of total labor force)",1995,0.699999988079071
Kyrgyz Republic,KGZ,"Unemployment, total (% of total labor force)",1995,8.699999809265138
Lao PDR,LAO,"Unemployment, total (% of total labor force)",1995,2.5999999046325697
Latvia,LVA,"Unemployment, total (% of total labor force)",1995,12.0
Lebanon,LBN,"Unemployment, total (% of total labor force)",1995,8.10000038146973
Lesotho,LSO,"Unemployment, total (% of total labor force)",1995,32.5999984741211
Liberia,LBR,"Unemployment, total (% of total labor force)",1995,3.9000000953674303
Libya,LBY,"Unemployment, total (% of total labor force)",1995,19.0
Liechtenstein,LIE,"Unemployment, total (% of total labor force)",1995,
Lithuania,LTU,"Unemployment, total (% of total labor force)",1995,17.1000003814697
Luxembourg,LUX,"Unemployment, total (% of total labor force)",1995,2.9000000953674303
"Macao SAR, China",MAC,"Unemployment, total (% of total labor force)",1995,3.5999999046325697
"Macedonia, FYR",MKD,"Unemployment, total (% of total labor force)",1995,31.899999618530302
Madagascar,MDG,"Unemployment, total (% of total labor force)",1995,3.0999999046325697
Malawi,MWI,"Unemployment, total (% of total labor force)",1995,7.199999809265139
Malaysia,MYS,"Unemployment, total (% of total labor force)",1995,3.0999999046325697
Maldives,MDV,"Unemployment, total (% of total labor force)",1995,9.80000019073486
Mali,MLI,"Unemployment, total (% of total labor force)",1995,8.89999961853027
Malta,MLT,"Unemployment, total (% of total labor force)",1995,7.300000190734861
Marshall Islands,MHL,"Unemployment, total (% of total labor force)",1995,
Mauritania,MRT,"Unemployment, total (% of total labor force)",1995,32.2000007629395
Mauritius,MUS,"Unemployment, total (% of total labor force)",1995,9.39999961853027
Mexico,MEX,"Unemployment, total (% of total labor force)",1995,6.900000095367429
"Micronesia, Fed. Sts.",FSM,"Unemployment, total (% of total labor force)",1995,
Moldova,MDA,"Unemployment, total (% of total labor force)",1995,6.599999904632571
Monaco,MCO,"Unemployment, total (% of total labor force)",1995,
Mongolia,MNG,"Unemployment, total (% of total labor force)",1995,7.300000190734861
Montenegro,MNE,"Unemployment, total (% of total labor force)",1995,19.5
Morocco,MAR,"Unemployment, total (% of total labor force)",1995,14.6999998092651
Mozambique,MOZ,"Unemployment, total (% of total labor force)",1995,23.899999618530302
Myanmar,MMR,"Unemployment, total (% of total labor force)",1995,3.79999995231628
Namibia,NAM,"Unemployment, total (% of total labor force)",1995,19.5
Nauru,NRU,"Unemployment, total (% of total labor force)",1995,
Nepal,NPL,"Unemployment, total (% of total labor force)",1995,2.5
Netherlands,NLD,"Unemployment, total (% of total labor force)",1995,7.199999809265139
New Caledonia,NCL,"Unemployment, total (% of total labor force)",1995,
New Zealand,NZL,"Unemployment, total (% of total labor force)",1995,6.5
Nicaragua,NIC,"Unemployment, total (% of total labor force)",1995,4.90000009536743
Niger,NER,"Unemployment, total (% of total labor force)",1995,5.09999990463257
Nigeria,NGA,"Unemployment, total (% of total labor force)",1995,7.5
Northern Mariana Islands,MNP,"Unemployment, total (% of total labor force)",1995,
Norway,NOR,"Unemployment, total (% of total labor force)",1995,4.90000009536743
Oman,OMN,"Unemployment, total (% of total labor force)",1995,6.5
Pakistan,PAK,"Unemployment, total (% of total labor force)",1995,5.0
Palau,PLW,"Unemployment, total (% of total labor force)",1995,
Panama,PAN,"Unemployment, total (% of total labor force)",1995,14.0
Papua New Guinea,PNG,"Unemployment, total (% of total labor force)",1995,3.0
Paraguay,PRY,"Unemployment, total (% of total labor force)",1995,3.4000000953674303
Peru,PER,"Unemployment, total (% of total labor force)",1995,5.5
Philippines,PHL,"Unemployment, total (% of total labor force)",1995,8.39999961853027
Poland,POL,"Unemployment, total (% of total labor force)",1995,13.3000001907349
Portugal,PRT,"Unemployment, total (% of total labor force)",1995,6.800000190734861
Puerto Rico,PRI,"Unemployment, total (% of total labor force)",1995,14.1000003814697
Qatar,QAT,"Unemployment, total (% of total labor force)",1995,0.400000005960464
Romania,ROM,"Unemployment, total (% of total labor force)",1995,8.0
Russian Federation,RUS,"Unemployment, total (% of total labor force)",1995,9.39999961853027
Rwanda,RWA,"Unemployment, total (% of total labor force)",1995,0.6000000238418579
Samoa,WSM,"Unemployment, total (% of total labor force)",1995,
San Marino,SMR,"Unemployment, total (% of total labor force)",1995,
Sao Tome and Principe,STP,"Unemployment, total (% of total labor force)",1995,
Saudi Arabia,SAU,"Unemployment, total (% of total labor force)",1995,5.400000095367429
Senegal,SEN,"Unemployment, total (% of total labor force)",1995,9.30000019073486
Serbia,SRB,"Unemployment, total (% of total labor force)",1995,13.3999996185303
Seychelles,SYC,"Unemployment, total (% of total labor force)",1995,
Sierra Leone,SLE,"Unemployment, total (% of total labor force)",1995,3.4000000953674303
Singapore,SGP,"Unemployment, total (% of total labor force)",1995,2.2000000476837203
Sint Maarten (Dutch part),SXM,"Unemployment, total (% of total labor force)",1995,
Slovak Republic,SVK,"Unemployment, total (% of total labor force)",1995,13.1000003814697
Slovenia,SVN,"Unemployment, total (% of total labor force)",1995,7.199999809265139
Solomon Islands,SLB,"Unemployment, total (% of total labor force)",1995,4.0
Somalia,SOM,"Unemployment, total (% of total labor force)",1995,6.900000095367429
South Africa,ZAF,"Unemployment, total (% of total labor force)",1995,16.8999996185303
South Sudan,SSD,"Unemployment, total (% of total labor force)",1995,
Spain,ESP,"Unemployment, total (% of total labor force)",1995,23.100000381469698
Sri Lanka,LKA,"Unemployment, total (% of total labor force)",1995,12.1999998092651
St. Kitts and Nevis,KNA,"Unemployment, total (% of total labor force)",1995,
St. Lucia,LCA,"Unemployment, total (% of total labor force)",1995,
St. Martin (French part),MAF,"Unemployment, total (% of total labor force)",1995,
St. Vincent and the Grenadines,VCT,"Unemployment, total (% of total labor force)",1995,
Sudan,SDN,"Unemployment, total (% of total labor force)",1995,14.8999996185303
Suriname,SUR,"Unemployment, total (% of total labor force)",1995,8.39999961853027
Swaziland,SWZ,"Unemployment, total (% of total labor force)",1995,21.7000007629395
Sweden,SWE,"Unemployment, total (% of total labor force)",1995,9.30000019073486
Switzerland,CHE,"Unemployment, total (% of total labor force)",1995,3.29999995231628
Syrian Arab Republic,SYR,"Unemployment, total (% of total labor force)",1995,7.199999809265139
Tajikistan,TJK,"Unemployment, total (% of total labor force)",1995,11.6999998092651
Tanzania,TZA,"Unemployment, total (% of total labor force)",1995,4.699999809265139
Thailand,THA,"Unemployment, total (% of total labor force)",1995,1.20000004768372
Timor-Leste,TMP,"Unemployment, total (% of total labor force)",1995,6.800000190734861
Togo,TGO,"Unemployment, total (% of total labor force)",1995,7.099999904632571
Tonga,TON,"Unemployment, total (% of total labor force)",1995,
Trinidad and Tobago,TTO,"Unemployment, total (% of total labor force)",1995,17.2000007629395
Tunisia,TUN,"Unemployment, total (% of total labor force)",1995,14.5
Turkey,TUR,"Unemployment, total (% of total labor force)",1995,7.599999904632571
Turkmenistan,TKM,"Unemployment, total (% of total labor force)",1995,10.8999996185303
Turks and Caicos Islands,TCA,"Unemployment, total (% of total labor force)",1995,
Tuvalu,TUV,"Unemployment, total (% of total labor force)",1995,
Uganda,UGA,"Unemployment, total (% of total labor force)",1995,2.70000004768372
Ukraine,UKR,"Unemployment, total (% of total labor force)",1995,5.599999904632571
United Arab Emirates,ARE,"Unemployment, total (% of total labor force)",1995,1.79999995231628
United Kingdom,GBR,"Unemployment, total (% of total labor force)",1995,8.699999809265138
United States,USA,"Unemployment, total (% of total labor force)",1995,5.699999809265139
Uruguay,URY,"Unemployment, total (% of total labor force)",1995,10.6999998092651
Uzbekistan,UZB,"Unemployment, total (% of total labor force)",1995,10.8999996185303
Vanuatu,VUT,"Unemployment, total (% of total labor force)",1995,
"Venezuela, RB",VEN,"Unemployment, total (% of total labor force)",1995,10.1999998092651
Vietnam,VNM,"Unemployment, total (% of total labor force)",1995,2.09999990463257
Virgin Islands (U.S.),VIR,"Unemployment, total (% of total labor force)",1995,
West Bank and Gaza,WBG,"Unemployment, total (% of total labor force)",1995,21.600000381469698
"Yemen, Rep.",YEM,"Unemployment, total (% of total labor force)",1995,12.8999996185303
Zambia,ZMB,"Unemployment, total (% of total labor force)",1995,18.5
Zimbabwe,ZWE,"Unemployment, total (% of total labor force)",1995,5.5
Arab World,ARB,"Unemployment, total (% of total labor force)",1996,13.6015345363036
Caribbean small states,CSS,"Unemployment, total (% of total labor force)",1996,14.8869205867511
Central Europe and the Baltics,CEB,"Unemployment, total (% of total labor force)",1996,9.94685767766016
Early-demographic dividend,EAR,"Unemployment, total (% of total labor force)",1996,5.793251861516151
East Asia & Pacific,EAS,"Unemployment, total (% of total labor force)",1996,4.29375236688749
East Asia & Pacific (excluding high income),EAP,"Unemployment, total (% of total labor force)",1996,4.375574747151759
East Asia & Pacific (IDA & IBRD countries),TEA,"Unemployment, total (% of total labor force)",1996,4.37381394877012
Euro area,EMU,"Unemployment, total (% of total labor force)",1996,11.594116409915301
Europe & Central Asia,ECS,"Unemployment, total (% of total labor force)",1996,10.0904141126402
Europe & Central Asia (excluding high income),ECA,"Unemployment, total (% of total labor force)",1996,9.375262865630779
Europe & Central Asia (IDA & IBRD countries),TEC,"Unemployment, total (% of total labor force)",1996,9.652837698038882
European Union,EUU,"Unemployment, total (% of total labor force)",1996,10.693881403155
Fragile and conflict affected situations,FCS,"Unemployment, total (% of total labor force)",1996,7.77952324807418
Heavily indebted poor countries (HIPC),HPC,"Unemployment, total (% of total labor force)",1996,7.37625662455885
High income,HIC,"Unemployment, total (% of total labor force)",1996,7.50912111253734
Late-demographic dividend,LTE,"Unemployment, total (% of total labor force)",1996,5.60313563959759
Latin America & Caribbean,LCN,"Unemployment, total (% of total labor force)",1996,8.22270400668214
Latin America & Caribbean (excluding high income),LAC,"Unemployment, total (% of total labor force)",1996,8.190527611677389
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Unemployment, total (% of total labor force)",1996,8.1930137810681
Least developed countries: UN classification,LDC,"Unemployment, total (% of total labor force)",1996,5.88511513512084
Low & middle income,LMY,"Unemployment, total (% of total labor force)",1996,5.875147628349151
Low income,LIC,"Unemployment, total (% of total labor force)",1996,6.34512620639891
Lower middle income,LMC,"Unemployment, total (% of total labor force)",1996,5.17562438502093
Middle East & North Africa,MEA,"Unemployment, total (% of total labor force)",1996,13.2255681120488
Middle East & North Africa (excluding high income),MNA,"Unemployment, total (% of total labor force)",1996,14.549341128377199
Middle East & North Africa (IDA & IBRD countries),TMN,"Unemployment, total (% of total labor force)",1996,14.481800859823402
Middle income,MIC,"Unemployment, total (% of total labor force)",1996,5.83669210416461
North America,NAC,"Unemployment, total (% of total labor force)",1996,5.90404174207014
OECD members,OED,"Unemployment, total (% of total labor force)",1996,7.33738557342822
Other small states,OSS,"Unemployment, total (% of total labor force)",1996,12.8866676853437
Pacific island small states,PSS,"Unemployment, total (% of total labor force)",1996,
Post-demographic dividend,PST,"Unemployment, total (% of total labor force)",1996,7.413437224104349
Pre-demographic dividend,PRE,"Unemployment, total (% of total labor force)",1996,8.18022521560022
Small states,SST,"Unemployment, total (% of total labor force)",1996,13.0564152375914
South Asia,SAS,"Unemployment, total (% of total labor force)",1996,4.09037826752691
South Asia (IDA & IBRD),TSA,"Unemployment, total (% of total labor force)",1996,4.09037826752691
Sub-Saharan Africa,SSF,"Unemployment, total (% of total labor force)",1996,8.52387557611418
Sub-Saharan Africa (excluding high income),SSA,"Unemployment, total (% of total labor force)",1996,8.52387557611418
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Unemployment, total (% of total labor force)",1996,8.52387557611418
Upper middle income,UMC,"Unemployment, total (% of total labor force)",1996,6.33516293697793
World,WLD,"Unemployment, total (% of total labor force)",1996,6.18759065171808
Afghanistan,AFG,"Unemployment, total (% of total labor force)",1996,8.39999961853027
Albania,ALB,"Unemployment, total (% of total labor force)",1996,15.6000003814697
Algeria,DZA,"Unemployment, total (% of total labor force)",1996,28.7000007629395
American Samoa,ASM,"Unemployment, total (% of total labor force)",1996,
Andorra,ADO,"Unemployment, total (% of total labor force)",1996,
Angola,AGO,"Unemployment, total (% of total labor force)",1996,6.699999809265139
Antigua and Barbuda,ATG,"Unemployment, total (% of total labor force)",1996,
Argentina,ARG,"Unemployment, total (% of total labor force)",1996,17.2000007629395
Armenia,ARM,"Unemployment, total (% of total labor force)",1996,19.1000003814697
Aruba,ABW,"Unemployment, total (% of total labor force)",1996,
Australia,AUS,"Unemployment, total (% of total labor force)",1996,8.5
Austria,AUT,"Unemployment, total (% of total labor force)",1996,4.099999904632569
Azerbaijan,AZE,"Unemployment, total (% of total labor force)",1996,4.699999809265139
"Bahamas, The",BHS,"Unemployment, total (% of total labor force)",1996,11.5
Bahrain,BHR,"Unemployment, total (% of total labor force)",1996,3.9000000953674303
Bangladesh,BGD,"Unemployment, total (% of total labor force)",1996,2.5
Barbados,BRB,"Unemployment, total (% of total labor force)",1996,14.6999998092651
Belarus,BLR,"Unemployment, total (% of total labor force)",1996,6.300000190734861
Belgium,BEL,"Unemployment, total (% of total labor force)",1996,9.5
Belize,BLZ,"Unemployment, total (% of total labor force)",1996,13.8000001907349
Benin,BEN,"Unemployment, total (% of total labor force)",1996,0.699999988079071
Bermuda,BMU,"Unemployment, total (% of total labor force)",1996,
Bhutan,BTN,"Unemployment, total (% of total labor force)",1996,2.5
Bolivia,BOL,"Unemployment, total (% of total labor force)",1996,5.199999809265139
Bosnia and Herzegovina,BIH,"Unemployment, total (% of total labor force)",1996,25.7000007629395
Botswana,BWA,"Unemployment, total (% of total labor force)",1996,21.5
Brazil,BRA,"Unemployment, total (% of total labor force)",1996,6.800000190734861
British Virgin Islands,VGB,"Unemployment, total (% of total labor force)",1996,
Brunei Darussalam,BRN,"Unemployment, total (% of total labor force)",1996,4.19999980926514
Bulgaria,BGR,"Unemployment, total (% of total labor force)",1996,13.5
Burkina Faso,BFA,"Unemployment, total (% of total labor force)",1996,2.4000000953674303
Burundi,BDI,"Unemployment, total (% of total labor force)",1996,7.300000190734861
Cabo Verde,CPV,"Unemployment, total (% of total labor force)",1996,9.60000038146973
Cambodia,KHM,"Unemployment, total (% of total labor force)",1996,1.79999995231628
Cameroon,CMR,"Unemployment, total (% of total labor force)",1996,8.10000038146973
Canada,CAN,"Unemployment, total (% of total labor force)",1996,9.60000038146973
Cayman Islands,CYM,"Unemployment, total (% of total labor force)",1996,
Central African Republic,CAF,"Unemployment, total (% of total labor force)",1996,7.099999904632571
Chad,TCD,"Unemployment, total (% of total labor force)",1996,7.0
Channel Islands,CHI,"Unemployment, total (% of total labor force)",1996,
Chile,CHL,"Unemployment, total (% of total labor force)",1996,6.300000190734861
China,CHN,"Unemployment, total (% of total labor force)",1996,4.59999990463257
Colombia,COL,"Unemployment, total (% of total labor force)",1996,13.6999998092651
Comoros,COM,"Unemployment, total (% of total labor force)",1996,6.699999809265139
"Congo, Dem. Rep.",ZAR,"Unemployment, total (% of total labor force)",1996,8.199999809265138
"Congo, Rep.",COG,"Unemployment, total (% of total labor force)",1996,6.699999809265139
Costa Rica,CRI,"Unemployment, total (% of total labor force)",1996,6.199999809265139
Cote d'Ivoire,CIV,"Unemployment, total (% of total labor force)",1996,4.099999904632569
Croatia,HRV,"Unemployment, total (% of total labor force)",1996,10.0
Cuba,CUB,"Unemployment, total (% of total labor force)",1996,7.599999904632571
Curacao,CUW,"Unemployment, total (% of total labor force)",1996,
Cyprus,CYP,"Unemployment, total (% of total labor force)",1996,4.30000019073486
Czech Republic,CZE,"Unemployment, total (% of total labor force)",1996,3.9000000953674303
Denmark,DNK,"Unemployment, total (% of total labor force)",1996,6.800000190734861
Djibouti,DJI,"Unemployment, total (% of total labor force)",1996,
Dominica,DMA,"Unemployment, total (% of total labor force)",1996,
Dominican Republic,DOM,"Unemployment, total (% of total labor force)",1996,16.7000007629395
Ecuador,ECU,"Unemployment, total (% of total labor force)",1996,4.699999809265139
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force)",1996,9.0
