"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LUX","GDPHRWKD","TOT","USD","A","2014",80.470722,
"LUX","GDPHRWKD","TOT","USD","A","2015",81.114046,
"LUX","GDPHRWKD","TOT","USD","A","2016",80.664593,
"LUX","GDPHRWKD","TOT","USD","A","2017",79.600029,
"MEX","GDPHRWKD","TOT","USD","A","1991",17.892094,
"MEX","GDPHRWKD","TOT","USD","A","1992",17.984131,
"MEX","GDPHRWKD","TOT","USD","A","1993",17.910159,
"MEX","GDPHRWKD","TOT","USD","A","1994",17.871958,
"MEX","GDPHRWKD","TOT","USD","A","1995",16.763232,
"MEX","GDPHRWKD","TOT","USD","A","1996",16.952705,
"MEX","GDPHRWKD","TOT","USD","A","1997",16.756535,
"MEX","GDPHRWKD","TOT","USD","A","1998",17.743485,
"MEX","GDPHRWKD","TOT","USD","A","1999",17.428169,
"MEX","GDPHRWKD","TOT","USD","A","2000",18.453724,
"MEX","GDPHRWKD","TOT","USD","A","2001",18.578764,
"MEX","GDPHRWKD","TOT","USD","A","2002",17.731038,
"MEX","GDPHRWKD","TOT","USD","A","2003",18.285695,
"MEX","GDPHRWKD","TOT","USD","A","2004",18.537233,
"MEX","GDPHRWKD","TOT","USD","A","2005",18.282419,
"MEX","GDPHRWKD","TOT","USD","A","2006",18.876489,
"MEX","GDPHRWKD","TOT","USD","A","2007",19.134914,
"MEX","GDPHRWKD","TOT","USD","A","2008",18.503597,
"MEX","GDPHRWKD","TOT","USD","A","2009",18.499854,
"MEX","GDPHRWKD","TOT","USD","A","2010",17.579267,
"MEX","GDPHRWKD","TOT","USD","A","2011",18.072465,
"MEX","GDPHRWKD","TOT","USD","A","2012",18.140234,
"MEX","GDPHRWKD","TOT","USD","A","2013",18.05342,
"MEX","GDPHRWKD","TOT","USD","A","2014",18.505543,"E"
"MEX","GDPHRWKD","TOT","USD","A","2015",18.611716,"E"
"MEX","GDPHRWKD","TOT","USD","A","2016",18.73786,"E"
"MEX","GDPHRWKD","TOT","USD","A","2017",18.829702,"E"
"NLD","GDPHRWKD","TOT","USD","A","1970",27.715098,
"NLD","GDPHRWKD","TOT","USD","A","1971",29.136929,
"NLD","GDPHRWKD","TOT","USD","A","1972",30.072257,
"NLD","GDPHRWKD","TOT","USD","A","1973",32.067086,
"NLD","GDPHRWKD","TOT","USD","A","1974",34.247995,
"NLD","GDPHRWKD","TOT","USD","A","1975",35.401266,
"NLD","GDPHRWKD","TOT","USD","A","1976",37.171741,
"NLD","GDPHRWKD","TOT","USD","A","1977",38.319773,
"NLD","GDPHRWKD","TOT","USD","A","1978",39.390367,
"NLD","GDPHRWKD","TOT","USD","A","1979",39.882524,
"NLD","GDPHRWKD","TOT","USD","A","1980",40.500406,
"NLD","GDPHRWKD","TOT","USD","A","1981",40.363479,
"NLD","GDPHRWKD","TOT","USD","A","1982",40.836668,
"NLD","GDPHRWKD","TOT","USD","A","1983",42.468541,
"NLD","GDPHRWKD","TOT","USD","A","1984",43.642506,
"NLD","GDPHRWKD","TOT","USD","A","1985",44.444082,
"NLD","GDPHRWKD","TOT","USD","A","1986",45.051527,
"NLD","GDPHRWKD","TOT","USD","A","1987",45.604057,
"NLD","GDPHRWKD","TOT","USD","A","1988",46.430801,
"NLD","GDPHRWKD","TOT","USD","A","1989",47.377589,
"NLD","GDPHRWKD","TOT","USD","A","1990",48.06331,
"NLD","GDPHRWKD","TOT","USD","A","1991",48.609961,
"NLD","GDPHRWKD","TOT","USD","A","1992",48.551494,
"NLD","GDPHRWKD","TOT","USD","A","1993",49.296688,
"NLD","GDPHRWKD","TOT","USD","A","1994",50.162614,
"NLD","GDPHRWKD","TOT","USD","A","1995",49.424381,
"NLD","GDPHRWKD","TOT","USD","A","1996",49.639667,
"NLD","GDPHRWKD","TOT","USD","A","1997",50.72153,
"NLD","GDPHRWKD","TOT","USD","A","1998",51.898225,
"NLD","GDPHRWKD","TOT","USD","A","1999",53.052591,
"NLD","GDPHRWKD","TOT","USD","A","2000",54.789968,
"NLD","GDPHRWKD","TOT","USD","A","2001",55.233793,
"NLD","GDPHRWKD","TOT","USD","A","2002",55.573852,
"NLD","GDPHRWKD","TOT","USD","A","2003",56.379768,
"NLD","GDPHRWKD","TOT","USD","A","2004",57.377865,
"NLD","GDPHRWKD","TOT","USD","A","2005",58.811037,
"NLD","GDPHRWKD","TOT","USD","A","2006",59.719016,
"NLD","GDPHRWKD","TOT","USD","A","2007",60.209393,
"NLD","GDPHRWKD","TOT","USD","A","2008",60.275746,
"NLD","GDPHRWKD","TOT","USD","A","2009",58.854523,
"NLD","GDPHRWKD","TOT","USD","A","2010",60.105443,
"NLD","GDPHRWKD","TOT","USD","A","2011",60.557597,
"NLD","GDPHRWKD","TOT","USD","A","2012",60.451157,
"NLD","GDPHRWKD","TOT","USD","A","2013",60.873835,
"NLD","GDPHRWKD","TOT","USD","A","2014",61.322344,
"NLD","GDPHRWKD","TOT","USD","A","2015",62.108264,
"NLD","GDPHRWKD","TOT","USD","A","2016",62.261958,
"NLD","GDPHRWKD","TOT","USD","A","2017",63.013632,
"NZL","GDPHRWKD","TOT","USD","A","1970",21.381461,
"NZL","GDPHRWKD","TOT","USD","A","1971",21.975298,
"NZL","GDPHRWKD","TOT","USD","A","1972",22.897177,
"NZL","GDPHRWKD","TOT","USD","A","1973",23.917507,
"NZL","GDPHRWKD","TOT","USD","A","1974",24.325849,
"NZL","GDPHRWKD","TOT","USD","A","1975",23.541954,
"NZL","GDPHRWKD","TOT","USD","A","1976",23.407063,
"NZL","GDPHRWKD","TOT","USD","A","1977",22.192409,
"NZL","GDPHRWKD","TOT","USD","A","1978",22.431183,
"NZL","GDPHRWKD","TOT","USD","A","1979",22.666063,
"NZL","GDPHRWKD","TOT","USD","A","1980",22.998406,
"NZL","GDPHRWKD","TOT","USD","A","1981",23.937281,
"NZL","GDPHRWKD","TOT","USD","A","1982",24.141475,
"NZL","GDPHRWKD","TOT","USD","A","1983",25.270212,
"NZL","GDPHRWKD","TOT","USD","A","1984",25.662368,
"NZL","GDPHRWKD","TOT","USD","A","1985",25.407853,
"NZL","GDPHRWKD","TOT","USD","A","1986",26.248288,
"NZL","GDPHRWKD","TOT","USD","A","1987",24.947499,
"NZL","GDPHRWKD","TOT","USD","A","1988",26.391219,
"NZL","GDPHRWKD","TOT","USD","A","1989",27.601988,
"NZL","GDPHRWKD","TOT","USD","A","1990",28.576791,
"NZL","GDPHRWKD","TOT","USD","A","1991",28.064221,
"NZL","GDPHRWKD","TOT","USD","A","1992",29.119774,
"NZL","GDPHRWKD","TOT","USD","A","1993",29.816408,
"NZL","GDPHRWKD","TOT","USD","A","1994",29.908042,
"NZL","GDPHRWKD","TOT","USD","A","1995",30.220373,
"NZL","GDPHRWKD","TOT","USD","A","1996",30.313549,
"NZL","GDPHRWKD","TOT","USD","A","1997",31.322314,
"NZL","GDPHRWKD","TOT","USD","A","1998",30.822883,
"NZL","GDPHRWKD","TOT","USD","A","1999",31.157908,
"NZL","GDPHRWKD","TOT","USD","A","2000",32.102604,
"NZL","GDPHRWKD","TOT","USD","A","2001",32.663573,
"NZL","GDPHRWKD","TOT","USD","A","2002",33.299167,
"NZL","GDPHRWKD","TOT","USD","A","2003",33.928405,
"NZL","GDPHRWKD","TOT","USD","A","2004",33.804471,
"NZL","GDPHRWKD","TOT","USD","A","2005",33.764435,
"NZL","GDPHRWKD","TOT","USD","A","2006",34.25116,
"NZL","GDPHRWKD","TOT","USD","A","2007",35.585552,
"NZL","GDPHRWKD","TOT","USD","A","2008",34.463278,
"NZL","GDPHRWKD","TOT","USD","A","2009",36.254298,
"NZL","GDPHRWKD","TOT","USD","A","2010",35.905298,
"NZL","GDPHRWKD","TOT","USD","A","2011",36.613833,
"NZL","GDPHRWKD","TOT","USD","A","2012",37.936245,
"NZL","GDPHRWKD","TOT","USD","A","2013",37.256674,
"NZL","GDPHRWKD","TOT","USD","A","2014",37.133902,
"NZL","GDPHRWKD","TOT","USD","A","2015",38.179067,
"NZL","GDPHRWKD","TOT","USD","A","2016",37.885539,
"NZL","GDPHRWKD","TOT","USD","A","2017",37.136179,"E"
"NOR","GDPHRWKD","TOT","USD","A","1970",27.447792,
"NOR","GDPHRWKD","TOT","USD","A","1971",29.11107,
"NOR","GDPHRWKD","TOT","USD","A","1972",30.868586,
"NOR","GDPHRWKD","TOT","USD","A","1973",32.300353,
"NOR","GDPHRWKD","TOT","USD","A","1974",33.533723,
"NOR","GDPHRWKD","TOT","USD","A","1975",34.959774,
"NOR","GDPHRWKD","TOT","USD","A","1976",36.947127,
"NOR","GDPHRWKD","TOT","USD","A","1977",38.267875,
"NOR","GDPHRWKD","TOT","USD","A","1978",39.960203,
"NOR","GDPHRWKD","TOT","USD","A","1979",41.693597,
